"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 09 20:21:12 PST 2021","Sat Jan 09 20:21:12 PST 2021","15","Surefire suite","Surefire test","org.signintest.tests.TestLogin","org.signintest.tests.TestLogin","Test1","Test1",""
